"character_code","fictional_work","character_name","gender","spectrum","spectrum_low","spectrum_high","mean_rating","num_ratings"
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP124","moderate","extreme",1.6,427
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP125","angry","good-humored",36.2,480
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP126","depressed","bright",22.3,434
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP127","self-conscious","self-assured",0.899999999999999,394
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP128","vulnerable","armoured",-22.8,434
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP129","warm","cold",-33.7,414
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP130","assertive","passive",2.2,444
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP131","active","slothful",-6.9,414
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP132","imaginative","practical",-21.2,408
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP133","adventurous","stick-in-the-mud",-29.1,454
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP134","obedient","rebellious",22,427
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP135","competent","incompetent",8.6,435
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP136","unambitious","driven",2.1,438
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP137","simple","complicated",-16.6,413
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP138","proletariat","bourgeoisie",-15.9,384
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP139","alpha","beta",22.1,397
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP140","'right-brained'","'left-brained'",-1.4,310
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP141","thick-skinned","sensitive",19.3,426
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP142","charismatic","uninspiring",-20.7,386
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP143","feisty","gracious",-15.8,373
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP144","eloquent","unpolished",20.5,424
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP145","high IQ","low IQ",7.3,403
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP146","insider","outsider",-0.299999999999997,340
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP147","morning lark","night owl",-1.2,317
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP148","thin","thick",-11.6,371
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP149","sheeple","conspiracist",-6.6,312
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP150","neat","messy",26.5,379
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP151","vague","precise",-14.3,309
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP152","philosophical","real",13.3,333
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP153","modern","historical",5.2,328
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP154","judgemental","accepting",20.9,380
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP155","average","deviant",7.7,341
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP156","gossiping","confidential",-22.3,554
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP157","official","backdoor",25,504
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP158","scholarly","crafty",27,521
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP159","leisurely","hurried",-20,535
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP160","explorer","builder",-25.8,524
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP161","captain","first-mate",32.5,555
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP162","mysterious","unambiguous",26.6,548
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP163","independent","codependent",22.7,581
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP164","family-first","work-first",-30.8,524
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP165","scruffy","manicured",-13.8,562
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP166","wild","tame",-14.8,459
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP167","prestigious","disreputable",8,403
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP168","scandalous","proper",-15.1,490
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP169","unprepared","hoarder",-18.4,438
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP170","sheltered","street-smart",-2.8,446
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP171","open-minded","close-minded",-19.4,490
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP172","permanent","transient",0.899999999999999,168
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP173","dramatic","no-nonsense",-22.4,205
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP174","apprentice","master",-30.8,221
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP175","straight","queer",3,195
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP176","androgynous","gendered",8.6,177
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP177","repetitive","varied",1.8,179
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP178","patient","impatient",29,196
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP179","poisonous","nurturing",25.4,193
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP180","creepy","disarming",24.3,190
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP181","inspiring","cringeworthy",-2.7,72
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP182","soulless","soulful",31.4,70
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP184","beautiful","ugly",-20.7,87
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP185","domestic","industrial",-19.1,57
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP186","juvenile","mature",-28.2,85
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP187","idealist","realist",-21.5,74
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP188","nihilist","existentialist",15.4,55
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP189","objective","subjective",16.8,64
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP190","theist","atheist",-14.1,63
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP191","classical","avant-garde",2.4,65
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP192","utilitarian","decorative",11.7,66
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP193","generalist","specialist",-7.3,48
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP194","multicolored","monochrome",-18.7,71
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP195","complimentary","insulting",-17.9,68
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP196","individualist","communal",14.7,72
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP197","equitable","hypocritical",-15.6,66
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP198","traditional","unorthodox",12.7,73
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP199","workaholic","slacker",26.4,67
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP200","resourceful","helpless",-1.2,68
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP201","crazy","sane",3.1,75
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP202","anarchist","statist",-6.4,103
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP203","cool","dorky",26.9,63
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP204","important","irrelevant",-9,148
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP205","noob","pro",-16.2,80
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP206","deranged","reasonable",3.7,63
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP207","rural","urban",-31.4,141
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP208","introspective","not introspective",2,101
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP209","city-slicker","country-bumpkin",35.7,66
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP210","western","eastern",-10.5,123
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP211","mad","glad",25,63
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP212","social","reclusive",-29,147
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP213","studious","goof-off",28.7,66
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP214","slugabed","go-getter",5.9,59
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP215","penny-pincher","overspender",11.8,113
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP216","liberal","conservative",-13.1,62
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP217","unassuming","pretentious",-19.2,74
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP218","persistent","quitter",-25.4,73
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP219","hedonist","monastic",-13,50
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP220","patriotic","unpatriotic",-24.6,67
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP221","tactful","indiscreet",9,62
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP222","wholesome","salacious",-21.2,67
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP223","joyful","miserable",-24.8,90
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP224","zany","regular",-13.6,56
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP225","alert","oblivious",23.3,59
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP226","feminist","sexist",-14.4,95
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP227","racist","egalitarian",24.8,50
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP228","abstract","concrete",-5.8,69
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP229","formal","intimate",19.2,114
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP230","resolute","wavering",1.4,70
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP231","deep","shallow",-7.3,72
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP232","valedictorian","drop out",12.8,71
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP233","minimalist","pack rat",15.6,63
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP234","trash","treasure",19.6,66
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP267","stinky","fresh",-5.9,130
"LOTR/9","Lord of the Rings","Pippin Took","male","BAP268","legit","scrub",-2.9,107
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP1","playful","serious",11.4,527
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP2","shy","bold",1.7,487
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP3","cheery","sorrowful",-19.4,465
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP4","masculine","feminine",-8.7,525
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP5","charming","awkward",4.2,526
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP6","lewd","tasteful",31.1,477
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP7","intellectual","physical",5.2,523
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP8","strict","lenient",-0.899999999999999,465
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP9","refined","rugged",9.3,493
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP10","trusting","suspicious",-9.8,527
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP11","innocent","worldly",-28.2,491
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP12","artistic","scientific",-10.4,451
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP13","stoic","expressive",11.6,531
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP14","cunning","honorable",42.8,543
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP15","orderly","chaotic",-28.3,491
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP16","normal","weird",-17,491
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP17","competitive","cooperative",39.9,484
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP18","tense","relaxed",-13.1,518
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP19","brave","careful",-18.3,520
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP20","spiritual","skeptical",0.399999999999999,457
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP21","unlucky","fortunate",10.2,519
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP22","ferocious","pacifist",16.9,458
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP23","modest","flamboyant",-35.5,500
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP24","dominant","submissive",26.6,508
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP25","forgiving","vengeful",-31.9,501
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP26","wise","foolish",-21.5,496
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP27","impulsive","cautious",27.7,494
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP28","loyal","traitorous",-47,471
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP29","creative","conventional",16.7,454
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP30","curious","apathetic",-18.3,476
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP31","rude","respectful",40.3,506
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP32","diligent","lazy",-33,500
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP33","lustful","chaste",24,493
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP34","chatty","reserved",-6.4,500
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP35","emotional","logical",-16.7,511
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP36","moody","stable",23.8,530
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP37","dunce","genius",-0.600000000000001,478
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP38","arrogant","humble",41.3,543
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP39","heroic","villainous",-44.1,541
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP40","attractive","repulsive",-19.4,477
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP41","rational","whimsical",-19.3,499
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP42","mischievous","well behaved",31.7,550
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP43","aloof","obsessed",13.5,472
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP44","indulgent","sober",14.4,527
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP45","kinky","vanilla",31.3,469
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP46","straightforward","cryptic",-37.3,538
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP47","spontaneous","deliberate",20.7,503
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP48","libertarian","socialist",14.8,393
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP49","scheduled","spontaneous",-19.3,490
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP50","works hard","plays hard",-31.6,510
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP51","reasoned","instinctual",-5.9,471
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP52","focused on the present","focused on the future",-4.2,517
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP53","empirical","theoretical",-10.4,439
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP54","open","guarded",-4,478
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP55","methodical","astonishing",-9,475
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP56","mighty","puny",-14.7,431
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP57","bossy","meek",19.5,482
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP58","barbaric","civilized",34.7,480
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP59","gregarious","private",2.3,467
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP60","quiet","loud",-19.5,541
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP61","political","nonpolitical",22,441
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP62","confident","insecure",8.1,521
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP63","democratic","authoritarian",-26.4,466
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP64","debased","pure",40.6,501
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP65","fast","slow",17.1,525
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP66","frugal","lavish",-25.6,491
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP67","ludicrous","sensible",34.9,523
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP68","orange","purple",-23.6,395
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP69","tall","short",42.4,533
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP70","young","old",-21.7,511
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP71","down2earth","head@clouds",-25.7,502
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP72","extrovert","introvert",11.7,494
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP73","open to new experinces","uncreative",-0.799999999999997,480
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP74","calm","anxious",10.6,507
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP75","disorganized","self-disciplined",23.2,519
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP76","quarrelsome","warm",36,497
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP77","nerd","jock",-21.3,519
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP78","lowbrow","highbrow",-14.9,489
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP79","selfish","altruistic",42.5,532
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP80","autistic","neurotypical",13.9,460
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP81","angelic","demonic",-40.5,513
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP82","hesitant","decisive",1.4,492
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP83","devout","heathen",-35.3,452
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP84","cruel","kind",45,504
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP85","direct","roundabout",-15,489
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP86","mathematical","literary",22.1,447
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP87","blue-collar","ivory-tower",-37.1,500
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP88","slovenly","stylish",-10.3,484
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP89","playful","shy",14.6,469
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP90","serious","bold",2.7,525
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP91","charming","trusting",27.8,488
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP92","awkward","suspicious",-2.9,516
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP93","hipster","basic",22.8,503
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP94","coordinated","clumsy",15.8,507
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP95","funny","humorless",-17.7,507
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP96","politically correct","edgy",-24.4,466
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP97","rich","poor",21.2,472
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP98","hard","soft",24.6695364238411,604
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP99","remote","involved",33.4,511
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP100","metaphorical","literal",14.6,474
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP101","biased","impartial",-16.9,477
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP102","mundane","extraordinary",4,520
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP103","tiresome","interesting",7.9,541
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP104","smooth","rough",-1.1,485
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP105","spicy","mild",26.4,523
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP106","enslaved","emancipated",8.9,468
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP107","optimistic","pessimistic",-29.3,559
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP108","sickly","healthy",34.2,525
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP109","luddite","technophile",-25.9,416
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP110","vain","demure",36,496
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP111","high-tech","low-tech",31.9,507
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP112","flexible","rigid",1.3,511
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP113","cosmopolitan","provincial",36.1,445
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP114","arcane","mainstream",9.9,487
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP115","outlaw","sheriff",29.2,515
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP116","pronatalist","child free",-18.2,406
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP117","sad","happy",19.5,480
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP118","jealous","compersive",17.4,459
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP119","bitter","sweet",37.3,533
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP120","resigned","resistant",12.7,513
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP121","sarcastic","genuine",39,543
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP122","human","animalistic",-37.4,454
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP123","sporty","bookish",13.6,424
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP124","moderate","extreme",-25,488
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP125","angry","good-humored",31.7,482
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP126","depressed","bright",20.3,423
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP127","self-conscious","self-assured",-11.7,447
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP128","vulnerable","armoured",-13.2,436
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP129","warm","cold",-40.7,510
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP130","assertive","passive",7.2,464
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP131","active","slothful",-11.1,459
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP132","imaginative","practical",25.9,506
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP133","adventurous","stick-in-the-mud",1.2,427
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP134","obedient","rebellious",-27.1,451
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP135","competent","incompetent",-26.6,458
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP136","unambitious","driven",12.3,473
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP137","simple","complicated",-24.8,472
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP138","proletariat","bourgeoisie",-28.3,375
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP139","alpha","beta",26.2,437
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP140","'right-brained'","'left-brained'",-3.1,369
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP141","thick-skinned","sensitive",17,483
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP142","charismatic","uninspiring",-17.9,425
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP143","feisty","gracious",15.6,401
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP144","eloquent","unpolished",11.3,414
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP145","high IQ","low IQ",-4.5,403
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP146","insider","outsider",-7.8,342
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP147","morning lark","night owl",-24.7,376
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP148","thin","thick",28.3,377
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP149","sheeple","conspiracist",-13.4,367
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP150","neat","messy",-12.2,381
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP151","vague","precise",16.1,333
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP152","philosophical","real",21.5,380
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP153","modern","historical",22.2,360
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP154","judgemental","accepting",18.2,395
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP155","average","deviant",-25,348
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP156","gossiping","confidential",26,571
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP157","official","backdoor",-9,504
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP158","scholarly","crafty",14.6,571
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP159","leisurely","hurried",-9.5,582
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP160","explorer","builder",9,581
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP161","captain","first-mate",39.4,566
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP162","mysterious","unambiguous",34.9,596
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP163","independent","codependent",26.7,606
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP164","family-first","work-first",-29.1,552
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP165","scruffy","manicured",-11.5,635
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP166","wild","tame",27.3,491
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP167","prestigious","disreputable",-23,439
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP168","scandalous","proper",34.6,499
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP169","unprepared","hoarder",15.7,446
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP170","sheltered","street-smart",-11.9,470
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP171","open-minded","close-minded",-6.5,609
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP172","permanent","transient",-30.2,218
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP173","dramatic","no-nonsense",12.8,239
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP174","apprentice","master",-22.6,210
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP175","straight","queer",-2.9,227
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP176","androgynous","gendered",19.9,218
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP177","repetitive","varied",-15.5,229
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP178","patient","impatient",-30.9,226
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP179","poisonous","nurturing",42,204
"LOTR/5","Lord of the Rings","Samwise Gamgee","male","BAP180","creepy","disarming",30.7,211
